最近、自分自身の時間を大切にしています。,そうすると、少しの時間を自分のために使うことができます。 例えば私の場合、コーヒーを飲んでいるのですが、コーヒーはいつも決まった時間に飲みます。それで、好きな時間に、好きな人と飲む事ができるし、好きな時に外出もできます。 コーヒーにこだわり,90,2023-03-19 02:01:36,2023-03-19 02:01:36
今日はお祭りに行ってきました。, 仕事が忙しくて 昼から行ってきました<unk> (* ́∀<unk> )ノ <unk> 昨日の土曜日は 子供の夏休みの宿題(自由研究)を 私が代わりにやろう!って 仕事が... お久しぶりです~<unk> (* ́∀<unk> )ノ 先週,94,2023-03-19 02:01:52,2023-03-19 02:01:52
昨日は久しぶりに友達に会いました。,,5,2023-03-19 02:02:08,2023-03-19 02:02:08
最近、運動を始めてから体調が良くなりました。,今日からダイエットを始めようかな・・・。という方々に朗報です!! でも、運動が苦手な私としては体に無理なく続ける方法をみつけたいと思います。 さて、ダイエットをしている中で、何か目標を決めると途端にやる気がでますが ですから、この方法が一番,80,2023-03-19 02:02:18,2023-03-19 02:02:18
プログラミングは将来的に必要なスキルだと思う,・・・プログラミングは将来必要だとは思うが、それがプログラミング教育なのか? そうですか、確かに、子供の頃から親がプログラミングについて教えるからプログラミングはやらないという子供もいるかもしれませんね。 確かに、小学生の皆さんの中には、ま,70,2023-03-19 02:02:33,2023-03-19 02:02:33
最近、友達とスポーツをすることが楽しいです。, 先週末に、 久しぶりに友人らとの旅行を 楽しみました! それも、 海外の リゾート地へ行き、 テニス... 先週、 友達と 友達の誕生日祝いをしていまし<unk>友達は、 最近、 海外旅行が多く、 とても 楽しそうです。 私は、 海外に行,7,2023-03-19 02:02:49,2023-03-19 02:02:49
最近、自分自身ができることを少しずつでも実行することが大切だと感じます。,最近私は、以前一緒に働いていた会社の先輩方と久々に大東市のお宅を回っていた。久々の再会にお互い胸が熱くなり、涙が出そうになった。こんなふうに仕事を通して、いろんな方と会い、話させてもらうことこそ、私の夢だ・・。と改めて気が付いた。私にとって,44,2023-03-19 02:03:04,2023-03-19 02:03:04
最近、新しい出会いがあって嬉しいです。,私自身、出会いが少なかったので、いろいろな方がいれば、と思い登録してみました。 よろしくお願いします。 素敵な方と出会いたいと思って登録しました^ ^ 宜しくお願いします! 性格は明るいほうだと思います(^^) あとは一緒に楽しめる人に出会,11,2023-03-19 02:03:19,2023-03-19 02:03:19
最近、自分自身を見つめ直すことが大切だと感じています。,自分に自信を持って生きている人は、周りの人からも評価され幸福感に満たされます。 「自分の人生を生きるために必要な心構え」「価値観の確認」「自己管理」など、自分のことに関して何でも自分で決めることができるようになるため、このセミナーは、とても,72,2023-03-19 02:03:35,2023-03-19 02:03:35
芸術作品の鑑賞は人間の感性を高める,アートに夢中になるには? 美術館に行くと、何時間も掛けて作品を見て、気付いたら30分以上いることもあるだろう。そう、人間はその瞬間に自分がどれだけ芸術作品に夢中かによって、見る角度が随分異なる。 芸術作品は鑑賞することで何を得ることができる,93,2023-03-19 02:03:50,2023-03-19 02:03:50
最近、映画をよく観るようになりました。,私のような一般大衆は映画には疎く、映画館にいくなんてことはありませんが、映画サンライズのオープニングセレモニーのビデオを観たことがあります。 あれはすごく壮大でしたね。私はその時に、初めて感動したのです。映画はすごい。 テレビも、テレビゲー,92,2023-03-19 02:04:05,2023-03-19 02:04:05
最近、自分自身が思い描く未来に向けて、一歩ずつ進んでいる感覚があります。,今までも色んな方とのお拝見を通して、様々なことを感じとってきました。 今日は自分が気づかないことで気づき、それを発信することで自分を知っていきたいと思っています。 今日はまず私から1つ1つ皆さんに伝えたいことを聞いていきたいと思います。 人,43,2023-03-19 02:04:21,2023-03-19 02:04:21
最近、読書が趣味になってきました。,といっても、私は読書が大好きなのではなく、何かを読もうとするときの指針になっているのが、同じ本の文章を読みまくり、何度も何度も読んで理解するという行為です。 読書は、知識や勉強になるだけでなく、単純にいい気分になれたり、気を紛らわせることの,56,2023-03-19 02:04:38,2023-03-19 02:04:38
この間、映画を観て泣いてしまいました。,昔の日本人、何があったのだろう? きっと心優しい人だったのでしょうね。 私も今年、映画「海猿」をみましたが感動しました。 素晴らしい作品でした。感動しました。 私も大好きな映画です。(^-^)/ 今日も、テレビをつけて映画「海猿」をみて泣い,77,2023-03-19 02:04:54,2023-03-19 02:04:54
最近、自分自身が本当にやりたいことを見つけることが大切だと感じます。,昨日は、やりたいことを叶えるために、私が実際にやった7つのことについてお話したいと思います。 そもそも、こんなにやりたいと思うことを見つけること自体が奇跡に近いのです。 自分の人生を大きく変えたいと感じている方には、ぜひ読んでいただきたいで,61,2023-03-19 02:05:09,2023-03-19 02:05:09
最近、友達とスポーツをすることが楽しいです。,なので、スポーツの好きな人と付き合うようになりました。 その子とは、高校から一緒なので、スポーツの好きな人はとてもいいなと思いました。 私は、自分の好きなスポーツなら、その人の好きな選手の名前を言います。 自分で考えて名前を付けてくれるのは,67,2023-03-19 02:05:24,2023-03-19 02:05:24
この間、面白いテレビ番組を見ました。,私は、まだお会いしたことがなく、お店でお会いした事があります。 昨年、当店が2周年を迎えました。それを記念して、2周年フェアを開催いたします。 フェア期間中、期間中に『エヴァンゲリオン新商品』をお買い上げになられたお客様へ 期間中、期間中に,26,2023-03-19 02:05:40,2023-03-19 02:05:40
最近、運動を始めてから体調が良くなりました。,私は、仕事柄人前に出たりする事が多いのですが、いつも気を張ってから歩いているせいか、足がしびれて、少し辛いときがあります。 人前に出て足がしびれたら、まずは「足す」ことが大切だそうです! と、足すように努力されている方も少なくないはずです。,22,2023-03-19 02:05:56,2023-03-19 02:05:56
芸術作品の鑑賞は人間の感性を高める,美大には美術学科があり、芸術の鑑賞を通して人間性を高め、芸術の素養を身につけます。 芸術作品を鑑賞するときの心がけや注意点などについて学習します。 美しい風景を鑑賞するときのマナーや言葉の伝え方について学習します。 芸術作品の鑑賞は人間の感,92,2023-03-19 02:06:12,2023-03-19 02:06:12
最近、自分自身を認めることが大切だと感じます。,まだまだ足りないことが多いのですが、今までよりは少し楽に生きれるのではと思い始めています。 自分の価値って、何だろうと考えていた時に出てきました。 自己価値感が高いと、何をするにしてもモチベーションが上がります。 自分に向き合える時間は多い,48,2023-03-19 02:06:27,2023-03-19 02:06:27
今日はお気に入りの本を読んで過ごしました。,最近、また本を読むようになった。 今までは本についてあれこれ考えるのをやめていた。 でも今日は本で好きなことを考えるようになった。 今日は、自分が読んだことで一番良かったことの1つを紹介します。 僕は最近、小説を読んでいます。 最近は小説が,82,2023-03-19 02:06:43,2023-03-19 02:06:43
この間、自分自身が持っている価値を改めて実感しました。,それが、お客様を豊かにし、共に働く仲間を幸せにするのだと思いました。 自分が大切にしている価値観に気づき、それがお客様にも喜んでもらえ、価値ある仕事だと思い、 どんな些細な出来事でも、自分の考えをしっかりと持ち、発信しなければ、 お客様が満,72,2023-03-19 02:06:58,2023-03-19 02:06:58
脳とコンピュータを融合する技術が発展すると、人間の能力は無限に拡大する,と、いっているが、実際にはそんな魔法のソフトなんてないし、人間の脳は進化してないでしょーっ。 人間の脳は進化していないから、その限界を超えられるほど知能も進化しているわけでもなさそうだけど、 パソコン、スマホは人間が使うよりよっぽど脳を使う,98,2023-03-19 02:07:13,2023-03-19 02:07:13
最近、自分自身の大切な人に感謝することを忘れずにいたいです。,最近ブログを書き始めたのですが、書き方がわからなくて、コメントが返さないままに さて、最近自分が思ったことや自分の考えは、ブログを読めば分かると思っていると さて、ブログ、今日は久しぶりに読者の方からの感想が届いて、すごく嬉しかったです。 ,64,2023-03-19 02:07:28,2023-03-19 02:07:28
最近、自分自身の強みを見つけることが大切だと思います。,自分は、強みがたくさんあるという人は、その強みを生かしながらうまくやっている人が多い。 私は、自分には、得意なことや好きなことや思い入れのないことがたくさんあると思っています。 自分の強みを見出すことができたら、それを活かす道を選んでいけば,33,2023-03-19 02:07:43,2023-03-19 02:07:43
最近、自分自身ができることを少しずつでも実行することが大切だと感じます。,・「好きなこと」を活かして収入を上げれるように努力したい。 ・自分に合った仕事と出合い、好きなことを生かせる環境に転職できたら良いな。 ・お客様のライフスタイルや生活に少しだけ寄り添えることができるようになりたい。 皆さんには「やりたいこと,2,2023-03-19 02:07:58,2023-03-19 02:07:58
音楽は人間にとって欠かせないものだと思う,僕には僕なりのやり方があって、それを少し変えることで人の役に立てる そんな素晴らしい音楽がある それが僕の生き甲斐 そんなことを感じて 生きていても大問題で 僕はそれなりに幸せだと思う みんなに愛されて生きられてよかった 何十年もしこりとし,56,2023-03-19 02:08:12,2023-03-19 02:08:12
この間、映画を観て泣いてしまいました。,あの映画館は、初めて訪れたのにもう大好きになってました。 私も映画が大好きで すごく感動しました。 映画や写真が大好きです。 私は、今、映画やドラマのdvdレンタルをし軟禁状態に なっています。 それは、私に合う音楽が見つけられなかったので,38,2023-03-19 02:08:28,2023-03-19 02:08:28
最近、自分自身ができることを少しずつでも実行することが大切だと感じます。,私個人としては、今の時代、何か大きなことをするのにお金はかかりません。 もし今、何らかの方法で収入を得られているのであれば、それを最大限に生かすことが大切です。 これって、昔、この本を読んだときに思いつく方法でした(^^ゞ。 当時私は、将来,4,2023-03-19 02:08:44,2023-03-19 02:08:44
最近、自分自身の時間を大切にしています。,ブログの記事を書いている時間をどうやったら増やしていけるか? それを考えていると色んなアイディアが浮んできてしまうんですが。 でもその分、自分がブログを続けるための時間が出来ていく気がします。 本屋さんに行くのが辛いです。ネットの本屋さん行,37,2023-03-19 02:08:58,2023-03-19 02:08:58
最近、自分自身に素直になることが大切だと思います。,自分自身が、やりたいこと、したいことが見つかり、自分に夢が見つかれば、人生はとても幸せになるんじゃないかな?って思います^^ 私も20歳の時、ある人に「どうしたらいいんだろう?」って聞いてました。 それで、自分は大丈夫、私は成功する!という,99,2023-03-19 02:09:14,2023-03-19 02:09:14
新しいスマートフォンが発売されたら、すぐに買いたくなる,iphone、android、android iphoneと、それぞれの特徴を知っておけば、選びやすいですよね。 どの端末を持っていけばよいか悩んだ人は、機種のスペックに目を光らせましょう。 ドコモ、au、ソフトバンクの特徴や機能を紹介して,17,2023-03-19 02:09:29,2023-03-19 02:09:29
最近、自分自身が本当にやりたいことを見つけることが大切だと感じます。,自分のやりたいことを見つけるために努力をし続けることで、自分が何がしたいのか、それを見つけてくれる人のそばで、自分が何をしていきたいのか、という答えが見つかります。 そして、自分の求めている自分を見つけるために、たくさんの本から自分の内面に,70,2023-03-19 02:09:45,2023-03-19 02:09:45
最近、自分自身ができることを少しずつでも実行することが大切だと感じます。,昨日は、仕事が多忙だったために、あまりブログは書くことができませんでした。 今回のブログでは、自分の気持ちをちょっとだけ書いてみようと思います。 毎日毎日、仕事を頑張っているのに、心が満たされない。もっと自分の価値を高めたい。 仕事は、もち,73,2023-03-19 02:09:59,2023-03-19 02:09:59
最近、自分自身が本当にやりたいことを見つけることが大切だと思います。,私の場合、子供の頃から興味を持っていたことの中で、一番好きなことで何かをしてみよう、と思い、そこから本格的に仕事をはじめました。 仕事をはじめた当時はまだ自分のやりたいことがあって、仕事で成功するためにどうしたら良いのかわからない状態でした,27,2023-03-19 02:10:15,2023-03-19 02:10:15
今日は美味しい料理を作って、自分自身を褒めました。,今日は久しぶりに、お友だちやお父さんに美味しそうな料理を作ってお客様をお迎えしました。 私、お店が開くと、ついこの前まで働いていたお店の近くを何往復もしてるんですよ。 お客様に美味しく召し上がっていただきたい!との気持ちが、いつもお店にしっ,5,2023-03-19 02:10:30,2023-03-19 02:10:30
最近、自分自身が本当にやりたいことを見つけることが大切だと感じます。,今までも自分のやりたいことって分からなくて探したり、見失ったりしていたんですよね。 私は大学生の頃、やりたいことがなくて見つからないような時よく図書館に行っていました。 私の場合、自分がなんなのか分からないのに、調べても「あれは結局はなにな,41,2023-03-19 02:10:47,2023-03-19 02:10:47
脳とコンピュータを融合する技術が発展すると、人間の能力は無限に拡大する,人間は、脳とネットワークを使って、脳の機能を無限に拡張することができる 人工知能が普及したことによって、人間は、人間の進化の限界を克服することができる だから、私たちは、人類の進化が、どのように人間を進化させたかを探る必要がある 人工知能が,76,2023-03-19 02:11:02,2023-03-19 02:11:02
この間、美味しいコーヒーを飲みました。,今回はちょっと違いますが、前回はコーヒーの焙煎機を買って、焙煎という作業を体験! さて、コーヒー豆の焙煎ですが、これもいろいろな方法があるのですが、一般的に、 というイメージですがその焙煎作業は実は「超簡単な作業」なのです。 これを読んで、,56,2023-03-19 02:11:17,2023-03-19 02:11:17
最近、畑を始めたんだけど、自分で作った野菜はとても美味しいんだ,でも、俺の周りの友達は、「野菜は高い」「農薬は危険なんでしょ?」と 言いますが、確かにその頃は、農薬や化学肥料に抵抗感があり、野菜を手作りしよう なっても、「手作りしたって、農薬、化学肥料じゃないと食べられないじゃん」 「じゃあ、農薬、化学,45,2023-03-19 02:11:33,2023-03-19 02:11:33
この間、映画を観て泣いてしまいました。,監督や役者の方達も、お父さんやお母さんのお顔を思い出して泣いてらっしゃるように思いました。 でも、そんなことよりも、私が、泣いている私を、応援してくれる皆さん、私の、そしてこの映画を観て下さったあなた達のために、たくさんのパワーを、もらいま,70,2023-03-19 02:11:47,2023-03-19 02:11:47
最近、料理に挑戦することが多くなりました。,でもなかなか上手く作れないんですよね。 最近ですが、最近、料理するのが一番楽しいですな。 例えば、私は料理が好きなんですね。 私のおススメは塩麹と生姜、豚足ですね。 他にも、豆乳ロース... 最近、ちょっと料理にも挑戦してみようかなと思い立,2,2023-03-19 02:12:03,2023-03-19 02:12:03
この間、好きな音楽を聴きながら料理をしていました。,ちょうど食に気を使いだし、仕事や家事など、気を使うことが多くなりました。 好きな音楽を聴きながら食べたり飲んだりしていたのですが、特にダイエットをしているわけでもなかったし、好きな音楽を流しながら料理をするということはしませんでした。 何と,82,2023-03-19 02:12:18,2023-03-19 02:12:18
今日は思わず笑ってしまう出来事がありました。,今日は、今まで私が何冊目の本を読んできて、これまで読んできた中で一番嬉しかった本と... 今日は、ちょっとしたお話でもしようかなと思います。 私の人生の師の一人でもある 、本田裕介さんの本から抜粋します。 あなたは何のために生きていきたいで,66,2023-03-19 02:12:34,2023-03-19 02:12:34
最近、自分自身が思い描く未来に向けて、一歩ずつ進んでいる感覚があります。,なので、ここしばらくは、いつも「何のために」「何かを達成するために」ということを意識しながら時間を過ごしていたのかもしれません。 で、自分が何を達成できそうなのか?どうしたいのか?考えを整理して今年に入ってみました。 3月末から、ある方のカ,39,2023-03-19 02:12:49,2023-03-19 02:12:49
この間、美味しいスイーツを食べました。,と、思えるくらいに美味しかったのですが、このお店は、もう何度も行ってるにも関わらず、今回はいつもに増して美味しかったです。 美味しいケーキが作れるシェフになりたいなーなんて言いながら、私は甘いケーキが、大好き。 あー、、 私ももっと頑張らな,94,2023-03-19 02:13:04,2023-03-19 02:13:04
最近、自分自身ができることを少しずつでも実行することが大切だと感じます。,私自身もブログをやる前より、今では「ああしないといけない、これをやらないといけない」を自然とやらなくなってしまい、自然消滅してしまっていることは結構たくさんあります。 もちろん、私は「やりたいことを増やすのって難しい」ということを知りつつ、,88,2023-03-19 02:13:19,2023-03-19 02:13:19
昔は、道具を自分で作ることが当たり前だった,というような 私にとって、今回の作業は、道具を使わすだけで、なんでも作れたような気がしますけどねぇ。 何十年ぶりかに、これを使って、作りました。初めてでしたけど伍だと思ってお 昨晩は遅く、遅い時間に帰宅したので、作れたては食べず、夜が明けた,95,2023-03-19 02:13:34,2023-03-19 02:13:34
最近、読書が趣味になってきました。,小説は、まだ読んだ事がありませんが、ドラマや映画などを見ているうちに、だんだん面白くなってきました。 最近、朝活を始めました。朝の過ごし方も意識するようになったので、これからさらに朝活が楽しくなりそうです! 朝活を始めようと思ったきっかけは,21,2023-03-19 02:13:49,2023-03-19 02:13:49
この間、友達とおしゃべりしていたら時間があっという間に過ぎました。,ちょっとしたことですが、お互いの気持ちが通じ合っていると思います。 1月から2月という1年の中で一番忙しい時期で、なかなかブログをいじったりpcに向かって作業をすることができずにいたのですが、そろそろこの状況を変えていこうと考えています。 ,37,2023-03-19 02:14:05,2023-03-19 02:14:05
最近、自分自身の時間を大切にしています。,昔は、毎日が平日でしたから。 今は、週末に少し多目に、平日よりもちょっと多めに、とメリハリをつけています。 そう、今がもっともっと自分らしくいられる時間だと実感する毎日なんです。 以前、お客さまに「人生を、ワクワクさせてくれることは何ですか,100,2023-03-19 02:14:20,2023-03-19 02:14:20
今日は自分自身にご褒美をあげて、過ごしました。,ブログ書きはじめてから3日ぐらい経つのにもう1記事書く余裕がなくなっています。 今回はブログのネタになるかわからない雑記の感想ブログですが、読んでくださりありがとうございました。 今日の感想ブログ、最初は、ブログのタイトルにこんなこと言うの,83,2023-03-19 02:14:36,2023-03-19 02:14:36
この間、自分自身が持っている才能に気づくことができました。,自分のことよりもっと広い視野をもつために、まずは自分と向き合うことからスタートしたいと思います。 2回目の開催となる今回は、過去世からのお話と、人生の転機となった出来事をお伝えします。 昨日、3回目の開催となる前回の参加者であるy.yさんの,99,2023-03-19 02:16:25,2023-03-19 02:16:25
今日は運動をして気分をリフレッシュしました。,,40,2023-03-19 02:16:44,2023-03-19 02:16:44
最近、自分自身を認めることが大切だと感じます。,人は誰しも、心のどこかの心で、自分が大好きであると感じることはあるように思います。 特に、私にとっては、自分、そして子どもの将来を守るために自分自身の心の健康を保つことは非常に大切なことだったので、このコラムを読み、とても勇気づけられました,56,2023-03-19 02:16:54,2023-03-19 02:16:54
自己啓発書を読むと心が豊かになる気がする,,7,2023-03-19 02:17:11,2023-03-19 02:17:11
最近、読書が趣味になってきました。,もちろん書籍でも、ネットでも買っていますが。 ですが、その本を読み続けていると、 だんだん内容が薄くなってきて、気がついてみれば、読解力がついてきて、読みにくい本が出てきた、... 今まで、お付き合いいただいているお客様に、ご質問いただいて,89,2023-03-19 02:17:23,2023-03-19 02:17:23
昨日は久しぶりに好きな料理を作ってみました。,私は料理上手ではないけれど、お料理上手な人にお料理を教わるようなことはしません。 なぜなら、料理を上手に作っている人を尊敬しているからです。 私は自分も料理を一生懸命勉強して一生懸命勉強してきたつもりです。 でも、それは私が料理に凝りだして,64,2023-03-19 02:17:39,2023-03-19 02:17:39
今日はお祭りに行ってきました。,場所は小金井公園でお店のお祭りです。 明日は夏だか祭りだかで、 明日も雨みたいなのでちょっと心配です (;'∀') これなんかどうかなぁ? 今日は朝から冷たい風が吹き、 時折雨が降っていましたね。 今日は晴れて暑いので雨があかず すごく気持,42,2023-03-19 02:17:55,2023-03-19 02:17:55
芸術作品の鑑賞は人間の感性を高める,。 人間は、ある事柄やモノに反応し、感動したり、感動したりする、そしてその体験から何かを学び、新しい発見をするのが大好きだ。 人の心に映った絵、音楽、書物、音楽、、 私は、そのすべてに感動することができるでしょう。 何とも、感動的ですね♪ ,41,2023-03-19 02:18:11,2023-03-19 02:18:11
この間、面白い本を読みました。,本書の中で紹介されている「無垢な少女の夢の書」という、 物語の中での魔法というと、ファンタジー系作品が多いですが、この本では、 夢を叶えるために必死になって努力し、周囲の大人には夢や願いを 言葉にできないものかと頭を悩ませる女性の物語である,63,2023-03-19 02:18:26,2023-03-19 02:18:26
今日は美味しい料理を作って、自分自身を褒めました。, 今日は天気がよく、朝からお肌がツルツル!気持ちがいいですね( ́<unk>) 皆さんは、どうお過ごしでしょうか。 皆様にとって、「晴れた」と思える日がありますように...! 夏にむけての紫外線対策に効果が期待できる紫外線ガードのご使用をご,79,2023-03-19 02:18:42,2023-03-19 02:18:42
最近、忙しくてなかなか休めない。,体力・気力に自信がない。 そんなあなた、まずは、電話・ホームページのメール・ラインでお話をお聞き致します。 あなたとわたしが、あなたのご来店の「希望日時・コース」をお伝えします。 メール・lineなどは、写真1枚、簡単なプロフィールを載せて,42,2023-03-19 02:18:58,2023-03-19 02:18:58
最近、自分自身の弱みを認めることが自分自身を成長させるきっかけになると感じます。,です。 自分の弱みを棚卸している人は多いですが、自分はまだまだだということに気づき、気づいてもらうことが成長への近道かもしれません。 自分の弱さを受け入れ、それが全てではないということを理解したうえで、新たな挑戦やチャレンジしてみてください,47,2023-03-19 02:19:13,2023-03-19 02:19:13
最近、自分自身が持っている弱みを克服することができました。,今回は私が個人的に考えた、弱みを克服する3つの方法についてお話をしたいと思います。 あなたは、強みをお持ちの「成功者」と、「ダメな人」の違いをご存知でしょうか? もちろん、それは決して褒められた話ではなく、自分ではわからない、というところが,14,2023-03-19 02:19:28,2023-03-19 02:19:28
今日は運動をして気分をリフレッシュしました。,今日から12月ですね。 冬ですね。 私は今年も師走にな... 今年最後のトレーニングトレーニングがやってきました 今シーズンも終わりが近づいてきました... 今日も暑かったですね。 私は日焼け止めを塗ってもなかなか焼けてしまいます。 日差し,54,2023-03-19 02:19:43,2023-03-19 02:19:43
最近、糖質制限ダイエットをしているんだけど効果があるよ,体重が元に戻ってしまわないうちに、体重計に乗る頻度を増やしてみる。 そこで、自分の体重がどうなっているのか?そして効果は何ミリなの? 自分の体重を計ったことがない人は、すぐに測れるのであれば、まずは体重計にのって、どこに体重がいくのかを知ろ,64,2023-03-19 02:19:59,2023-03-19 02:19:59
今日は早起きしてスッキリしました。,今日は午前中はお天気がよかったので洗濯をし、ちょっと仕事に出かけちゃって午後2時頃に帰ってきました。昨日は天気も良くベランダに出ては洗濯物を取り込んで、ベランダの外に出して。昨日の陽射しで温かそうなテラスに出れば気分も爽快。 さて、今のとこ,73,2023-03-19 02:20:14,2023-03-19 02:20:14
昨日は自分自身に課した目標に向けて頑張りました。,,51,2023-03-19 02:20:30,2023-03-19 02:20:30
この間、美味しいスイーツを食べました。,私の知人が3ヶ月に1回行っている、某有名店で、大好きな「生ハムとチーズのトマトクリーム」を頼みました。 私は、先月誕生日だったのですが、お祝いしてくれました。 私の大好きなデザートの一つです。 ここ数日、暑い日が続いていますが、皆さまお元気,12,2023-03-19 02:20:33,2023-03-19 02:20:33
今日は自分自身にご褒美をあげて、過ごしました。,自分磨きをする時間を作り、その時間をより楽しむ方法を模索するといいですね。 今日も、お読みくださってありがとうございます。心を込めて、お届けします。 今日は、「目標・目標」や「夢」をどのようにして達成するのか? さて、目標や目標が達成出来て,91,2023-03-19 02:20:49,2023-03-19 02:20:49
昨日は長い時間眠ってしまいました。,午後からは用事があるので、午後になってようやく寝室から出れる状態になりました。 私は、昨年11月、10歳の長男が脊髄小脳変性症と診断されました。 私自身の病気について、あまり情報がなかったことと、まだ20代前半という若さからか、診断されるま,55,2023-03-19 02:21:04,2023-03-19 02:21:04
音楽は人間にとって欠かせないものだと思う,1日1日を大切に生きることの大切さは1年前の僕はすごくわかっていたし 今は分かってても それが本当に大切?と思うかもしれない を誇りに思いたいと思った それが 1stシングルの「あなたの笑顔がほしい」だった この曲で 自分を表現できるって ,100,2023-03-19 02:21:20,2023-03-19 02:21:20
最近、新しいことに挑戦することが楽しいです。,自分で考えて、自分の言葉で伝えるってやっぱり重要だと思ったので今回はブログを書くことにしました! 今回のブログを書くきっかけになった人は、私のことを好きになってくれた人なんですかね? いや、別に、ブログを書き始めたのは、自分のことを好きにな,99,2023-03-19 02:21:36,2023-03-19 02:21:36
最近、新しい趣味を始めたんだけど、意外と楽しいんだ,でも、そのお金がもったいないということから、私はこの趣味にかなりハマっているのよね。だからこそ私がこのブログで、いろいろなお金の増やし方を紹介していくので、興味を持ってくれたら嬉しいの。 さて、このブログでお金を稼ぐということは、どのような,20,2023-03-19 02:21:52,2023-03-19 02:21:52
最近、新しい趣味を始めたんだけど、意外と楽しいんだ,何かが弾けたら、その度に、心の中で「あの時、弾けたなぁ」と 感じますね。 でも、その「あの時の自分の気持ち」「懐かしい思い出」 に、弾けてしまうことはあるんですよね ^^ ギターの練習を始めた時に、弾くのは楽しかったのに、途中でつまらなくな,54,2023-03-19 02:22:07,2023-03-19 02:22:07
昨日はお友達とおしゃべりして楽しい時間を過ごしました。, 来年、おうちにお泊まりが出来るくらいになれば良いなと思います。 毎日おうちでまったりさせてあげたいなって思うのですが、難しいですね。 まずは、2週間お休みしてご飯食べないからダイエットして、また頑張りまーす( <unk> <unk>)b ,7,2023-03-19 02:22:22,2023-03-19 02:22:22
最近、誰かを助けることが自分自身の成長につながると感じます。,私はいつも多くの人から刺激とパワーをもらっていますが、今回もその一つというわけです。 私は普段からよく瞑想をしているので、特に「自分にとって本当に必要なメッセージ」を気がつくことができるようになりました。 今回は「自分を幸せにする」をテーマ,31,2023-03-19 02:22:37,2023-03-19 02:22:37
今日はお散歩して気持ちをリフレッシュしました。, 1日頑張りました! お腹の調子も良くなってきましたぁ(^o^)/ 先週の日曜日、今日はお友達とママ友の3人とでお弁当持って出かけました。 お天気がいいので、公園でバーベキュー(*^o^*) バーベキューと言ってもテントの中で。 今回もお友,71,2023-03-19 02:22:52,2023-03-19 02:22:52
今日はおいしいスイーツを食べて、心がほっこりしました。,,25,2023-03-19 02:23:08,2023-03-19 02:23:08
最近、自分自身が思っていた以上に強かったことに気づけました。,人生は自分のためにあるのではなく、誰かのためにあるものです。 自分自身への言葉はとても大切です。ただ、あまり多くを語りすぎると、自分の考えが定まらなくなる恐れがあります。自分の本音を見極めて、自分の言葉で自分の人生を歩み始めましょう。「自分,63,2023-03-19 02:23:21,2023-03-19 02:23:21
今日はおいしいランチを食べました。,前回はカサノバで。 これは私の大好きな ジェラード でした。... 昨日は久しぶりにお洒落なフレンチに行ってきました♪ お洒落なお店です! 1階にお店がありますが、奥のバーはバーカウンターもあるんでしょ... 今日はパブで食べたいものを買い,50,2023-03-19 02:23:36,2023-03-19 02:23:36
この間、友達とおしゃべりしていたら時間があっという間に過ぎました。,そういえば、私のブログにも書いておいてくれたんだよね。私は忘れてたんだよね。 私は、このブログを書いてて何十回目かのようです。「はははっ(笑)」っていうことばっかり言ってるので、つい笑ってしまいましたよ。おはぎがたくさん出たのにね。 今日の,11,2023-03-19 02:23:51,2023-03-19 02:23:51
昨日はひとりで映画を観に行きました。,というか、映画そのものは映画館に行くまで存じ上げませんでした。 そもそも映画館は行ったことがないので、 今回は「はじめての映画体験」ということで映画を観るのが目的で、 とりあえずは... 【このレビューの続きを見る】 ★★★★☆☆ とにかく,90,2023-03-19 02:24:06,2023-03-19 02:24:06
人間はなぜ笑うのか？その理由を解明するための研究が進んでいる,脳生理学をつかって、この研究を行っている神経科学の権威が、脳の機能に影響を与える物質を、様々な物質の混合体にたとえて研究しているが、その結果、脳の機能に影響を与える物質に、心情が深く関わっていることを初めて明らかにした。 研究では、笑うこと,33,2023-03-19 02:24:21,2023-03-19 02:24:21
最近、環境問題について考えることが多い,,93,2023-03-19 02:24:36,2023-03-19 02:24:36
昨日は自分自身に与えられたチャンスを活かすために頑張りました。,今日はそれを更に生かした1日を過ごしました。いつもの様にブログの更新をしようかと考えていたのですが、なぜかブログを見るのが日課になっていて、気がついたら1週間以上ブログを更新していませんでした。 というわけで今日は昨日(8月11~12日)の,70,2023-03-19 02:24:39,2023-03-19 02:24:39
この間、大好きなアーティストのライブに行きました。,友達に誘われ、初めて行きました。ライブ内容は、私が今、頑張っている事や これからやっていく事への不安な所など、いろいろ教えてもらったりもした為、 このライブ、行く前は、本当に、無理かなー。と不安で心細かったのですが、 終わってみると、楽しい,70,2023-03-19 02:24:53,2023-03-19 02:24:53
最近、自分自身を認めることが大切だと感じます。,1)まず、自分は何ができるか?を明確にすることが大切です。 2)自分を肯定する勇気が一番大切です。なぜなら、自分を認めることで、他人を認めることができ、お互い協力することができます。 3)自分を信頼し、自分の能力を発揮すれば、他人も認めてく,92,2023-03-19 02:25:09,2023-03-19 02:25:09
この間、海に行ってきました。,海の透明度は良くなっていて、とても気持ちよく泳げて、最高でした。 今までに体験したことのないような海の世界を見る事が出来ました。 ここ数年、東京、名古屋、大阪、福岡と、全国を飛び回っています。 1週間ほど前に東京で仕事を終え、夜中に羽田へ向,99,2023-03-19 02:25:24,2023-03-19 02:25:24
